date,day_of_week,pair,orb_time_gmt,orb_time_ist,entry_mode,rr_ratio,expected_wr,direction,orb_high,orb_low,orb_range_pips,break_time,entry_time,entry_price,sl_price,tp_price,risk_pips,result,pnl_pips,exit_time,exit_price,exit_reason
2026-02-16,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,LONG,1.36342,1.36269,7.3,2026-02-16 16:45:00,2026-02-16 17:00:00,1.36342,1.36249,1.36621,9.3,WIN,2.4,2026-02-16 23:45:00,1.36366,EOD Close
2026-02-18,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.35521,1.35354,16.7,2026-02-18 16:45:00,2026-02-18 17:00:00,1.35354,1.35541,1.34793,18.7,WIN,40.2,2026-02-18 23:45:00,1.34952,EOD Close
2026-02-19,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,LONG,1.36878,1.36824,5.4,2026-02-19 11:30:00,2026-02-19 11:45:00,1.36878,1.36804,1.37026,7.4,WIN,14.8,2026-02-19 13:00:00,1.3702600000000005,TP Hit
2026-02-19,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.17822,1.17766,5.6,2026-02-19 12:10:00,2026-02-19 12:15:00,1.17766,1.17842,1.17614,7.6,WIN,15.2,2026-02-19 13:00:00,1.1761399999999997,TP Hit
2026-02-19,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,SHORT,1.3492,1.3488,4.0,2026-02-19 04:15:00,2026-02-19 04:30:00,1.3488,1.3494,1.3476,6.0,LOSS,-6.0,2026-02-19 06:15:00,1.3494,SL Hit
2026-02-20,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,LONG,1.36852,1.36741,11.1,2026-02-20 16:15:00,2026-02-20 17:45:00,1.36852,1.36721,1.37179,13.1,LOSS,-13.1,2026-02-20 18:45:00,1.36721,SL Hit
2026-02-23,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,LONG,1.36896,1.36784,11.2,2026-02-23 16:00:00,2026-02-23 16:15:00,1.36896,1.36764,1.37292,13.2,WIN,5.0,2026-02-23 23:45:00,1.36946,EOD Close
2026-02-25,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.35336,1.35176,16.0,2026-02-25 15:45:00,2026-02-25 16:00:00,1.35336,1.35156,1.35876,18.0,WIN,23.9,2026-02-25 23:45:00,1.35575,EOD Close
2026-02-26,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,LONG,1.36815,1.36765,5.0,2026-02-26 11:30:00,2026-02-26 11:45:00,1.36815,1.36745,1.36955,7.0,LOSS,-7.0,2026-02-26 13:00:00,1.36745,SL Hit
2026-02-26,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,LONG,1.18031,1.18003,2.8,2026-02-26 12:10:00,2026-02-26 12:25:00,1.18031,1.17983,1.18127,4.8,WIN,9.6,2026-02-26 13:05:00,1.18127,TP Hit
2026-02-26,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,SHORT,1.35588,1.35556,3.2,2026-02-26 04:00:00,2026-02-26 04:30:00,1.35556,1.35608,1.35452,5.2,LOSS,-5.2,2026-02-26 05:45:00,1.35608,SL Hit
2026-02-27,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,SHORT,1.3641,1.36287,12.3,2026-02-27 17:30:00,2026-02-27 17:45:00,1.36287,1.3643,1.3593,14.3,LOSS,-14.3,2026-02-27 21:00:00,1.3643,SL Hit
2026-03-02,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,LONG,1.3704,1.36949,9.1,2026-03-02 16:15:00,2026-03-02 16:30:00,1.3704,1.36929,1.37373,11.1,LOSS,-11.1,2026-03-02 19:00:00,1.3692900000000001,SL Hit
2026-03-04,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.33689,1.33539,15.0,2026-03-04 15:15:00,2026-03-04 15:45:00,1.33689,1.33519,1.34199,17.0,LOSS,-17.0,2026-03-04 17:15:00,1.33519,SL Hit
2026-03-05,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,SHORT,1.36381,1.36315,6.6,2026-03-05 12:45:00,2026-03-05 13:30:00,1.36315,1.36401,1.36143,8.6,LOSS,-8.6,2026-03-05 13:30:00,1.36401,SL Hit
2026-03-05,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,LONG,1.16109,1.16038,7.1,2026-03-05 11:55:00,2026-03-05 12:00:00,1.16109,1.16018,1.16291,9.1,LOSS,-9.1,2026-03-05 13:40:00,1.16018,SL Hit
2026-03-05,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,SHORT,1.33449,1.3338,6.9,2026-03-05 04:15:00,2026-03-05 05:00:00,1.3338,1.33469,1.33202,8.9,WIN,17.8,2026-03-05 05:45:00,1.3320200000000004,TP Hit
2026-03-06,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,SHORT,1.36279,1.3611,16.9,2026-03-06 16:30:00,2026-03-06 17:00:00,1.3611,1.36299,1.35638,18.9,WIN,45.9,2026-03-06 21:45:00,1.35651,EOD Close
2026-03-09,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.35805,1.35697,10.8,2026-03-09 16:15:00,2026-03-09 16:30:00,1.35697,1.35825,1.35313,12.8,LOSS,-12.8,2026-03-09 17:15:00,1.35825,SL Hit
2026-03-11,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.34273,1.34142,13.1,2026-03-11 15:15:00,2026-03-11 17:15:00,1.34142,1.34293,1.33689,15.1,WIN,31.6,2026-03-11 23:45:00,1.33826,EOD Close
2026-03-12,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,SHORT,1.33733,1.33694,3.9,2026-03-12 04:30:00,2026-03-12 05:00:00,1.33694,1.33753,1.33576,5.9,LOSS,-5.9,2026-03-12 05:30:00,1.3375299999999999,SL Hit
2026-03-13,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,LONG,1.37388,1.3732,6.8,2026-03-13 16:15:00,2026-03-13 16:30:00,1.37388,1.373,1.37608,8.8,LOSS,-8.8,2026-03-13 16:45:00,1.373,SL Hit
2026-03-16,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.36876,1.36718,15.8,2026-03-16 18:30:00,2026-03-16 18:45:00,1.36718,1.36896,1.36184,17.8,LOSS,-15.3,2026-03-16 23:45:00,1.36871,EOD Close
2026-03-18,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.33376,1.33244,13.2,2026-03-18 15:15:00,2026-03-18 15:30:00,1.33244,1.33396,1.32788,15.2,LOSS,-15.2,2026-03-18 17:30:00,1.33396,SL Hit
2026-03-19,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,SHORT,1.37439,1.37346,9.3,2026-03-19 12:00:00,2026-03-19 12:15:00,1.37346,1.37459,1.3712,11.3,LOSS,-11.3,2026-03-19 12:15:00,1.37459,SL Hit
2026-03-19,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,LONG,1.14733,1.14674,5.9,2026-03-19 11:50:00,2026-03-19 12:10:00,1.14733,1.14654,1.14891,7.9,LOSS,-7.9,2026-03-19 12:25:00,1.1465400000000001,SL Hit
2026-03-19,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,SHORT,1.3288,1.32816,6.4,2026-03-19 04:00:00,2026-03-19 09:15:00,1.32816,1.329,1.32648,8.4,WIN,16.8,2026-03-19 09:15:00,1.32648,TP Hit
2026-03-20,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,SHORT,1.37344,1.37243,10.1,2026-03-20 16:15:00,2026-03-20 16:30:00,1.37243,1.37364,1.36941,12.1,WIN,0.3,2026-03-20 20:45:00,1.3724,EOD Close
2026-03-23,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,LONG,1.37238,1.37109,12.9,2026-03-23 16:15:00,2026-03-23 16:30:00,1.37238,1.37089,1.37685,14.9,WIN,6.8,2026-03-23 23:45:00,1.37306,EOD Close
2026-03-25,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.33917,1.33768,14.9,2026-03-25 15:30:00,2026-03-25 16:15:00,1.33768,1.33937,1.33261,16.9,WIN,13.4,2026-03-25 23:45:00,1.33634,EOD Close
2026-03-26,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,LONG,1.38449,1.38366,8.3,2026-03-26 11:30:00,2026-03-26 12:00:00,1.38449,1.38346,1.38655,10.3,LOSS,-10.3,2026-03-26 12:45:00,1.38346,SL Hit
2026-03-26,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.15448,1.15322,12.6,2026-03-26 11:45:00,2026-03-26 12:10:00,1.15322,1.15468,1.1503,14.6,LOSS,-14.6,2026-03-26 13:40:00,1.15468,SL Hit
2026-03-26,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.33656,1.33624,3.2,2026-03-26 04:15:00,2026-03-26 04:30:00,1.33656,1.33604,1.3376,5.2,LOSS,-5.2,2026-03-26 05:15:00,1.3360400000000001,SL Hit
2026-03-27,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,SHORT,1.38841,1.38746,9.5,2026-03-27 16:15:00,2026-03-27 16:30:00,1.38746,1.38861,1.38458,11.5,LOSS,-11.5,2026-03-27 17:15:00,1.38861,SL Hit
2026-03-30,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.39298,1.39217,8.1,2026-03-30 16:00:00,2026-03-30 16:15:00,1.39217,1.39318,1.38914,10.1,LOSS,-7.3,2026-03-30 23:45:00,1.3929,EOD Close
2026-04-01,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.33379,1.33252,12.7,2026-04-01 15:15:00,2026-04-01 15:30:00,1.33252,1.33399,1.32811,14.7,LOSS,-14.7,2026-04-01 17:00:00,1.33399,SL Hit
2026-04-02,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,SHORT,1.39315,1.39257,5.8,2026-04-02 11:30:00,2026-04-02 14:30:00,1.39257,1.39335,1.39101,7.8,WIN,15.6,2026-04-02 14:30:00,1.39101,TP Hit
2026-04-02,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,SHORT,1.32457,1.32311,14.6,2026-04-02 05:00:00,2026-04-02 05:15:00,1.32311,1.32477,1.31979,16.6,WIN,33.2,2026-04-02 08:30:00,1.31979,TP Hit
2026-04-03,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,LONG,1.39457,1.39417,4.0,2026-04-03 19:00:00,2026-04-03 19:15:00,1.39457,1.39397,1.39607,6.0,LOSS,-6.0,2026-04-03 20:15:00,1.39397,SL Hit
2026-04-06,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.39234,1.39153,8.1,2026-04-06 16:00:00,2026-04-06 16:15:00,1.39153,1.39254,1.3885,10.1,WIN,2.7,2026-04-06 23:45:00,1.39126,EOD Close
2026-04-08,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.34491,1.34283,20.8,2026-04-08 16:00:00,2026-04-08 16:15:00,1.34283,1.34511,1.33599,22.8,WIN,35.5,2026-04-08 23:45:00,1.33928,EOD Close
2026-04-09,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,LONG,1.16887,1.16801,8.6,2026-04-09 11:45:00,2026-04-09 11:50:00,1.16887,1.16781,1.17099,10.6,LOSS,-10.6,2026-04-09 14:35:00,1.16781,SL Hit
2026-04-09,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.33975,1.339,7.5,2026-04-09 04:00:00,2026-04-09 05:00:00,1.33975,1.3388,1.34165,9.5,LOSS,-9.5,2026-04-09 06:15:00,1.3388,SL Hit
2026-04-10,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,LONG,1.38368,1.38284,8.4,2026-04-10 16:30:00,2026-04-10 16:45:00,1.38368,1.38264,1.38628,10.4,LOSS,-10.4,2026-04-10 18:15:00,1.38264,SL Hit
2026-04-13,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.38154,1.38094,6.0,2026-04-13 16:15:00,2026-04-13 16:30:00,1.38094,1.38174,1.37854,8.0,WIN,22.9,2026-04-13 23:45:00,1.37865,EOD Close
2026-04-15,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.35754,1.35654,10.0,2026-04-15 15:15:00,2026-04-15 15:30:00,1.35754,1.35634,1.36114,12.0,LOSS,-12.0,2026-04-15 20:15:00,1.35634,SL Hit
2026-04-16,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,SHORT,1.37333,1.37304,2.9,2026-04-16 11:30:00,2026-04-16 12:00:00,1.37304,1.37353,1.37206,4.9,WIN,9.8,2026-04-16 12:45:00,1.3720600000000003,TP Hit
2026-04-16,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.17874,1.17819,5.5,2026-04-16 11:45:00,2026-04-16 11:50:00,1.17819,1.17894,1.17669,7.5,WIN,15.0,2026-04-16 13:55:00,1.1766900000000005,TP Hit
2026-04-16,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,SHORT,1.35851,1.35811,4.0,2026-04-16 04:00:00,2026-04-16 04:15:00,1.35811,1.35871,1.35691,6.0,WIN,12.0,2026-04-16 05:15:00,1.3569099999999996,TP Hit
2026-04-17,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,LONG,1.36762,1.36671,9.1,2026-04-17 17:30:00,2026-04-17 17:45:00,1.36762,1.36651,1.37039,11.1,WIN,15.5,2026-04-17 20:45:00,1.36917,EOD Close
2026-04-20,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.36553,1.3642,13.3,2026-04-20 17:45:00,2026-04-20 18:00:00,1.3642,1.36573,1.35961,15.3,LOSS,-2.7,2026-04-20 23:45:00,1.36447,EOD Close
2026-04-22,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.35048,1.34944,10.4,2026-04-22 15:15:00,2026-04-22 15:30:00,1.35048,1.34924,1.3542,12.4,LOSS,-4.8,2026-04-22 23:45:00,1.35,EOD Close
2026-04-23,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,SHORT,1.36761,1.36705,5.6,2026-04-23 11:45:00,2026-04-23 12:00:00,1.36705,1.36781,1.36553,7.6,LOSS,-7.6,2026-04-23 12:15:00,1.36781,SL Hit
2026-04-23,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,LONG,1.16842,1.16792,5.0,2026-04-23 11:45:00,2026-04-23 13:10:00,1.16842,1.16772,1.16982,7.0,WIN,14.0,2026-04-23 14:15:00,1.1698199999999999,TP Hit
2026-04-23,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.34867,1.34829,3.8,2026-04-23 04:15:00,2026-04-23 07:30:00,1.34867,1.34809,1.34983,5.8,WIN,11.6,2026-04-23 08:30:00,1.34983,TP Hit
2026-04-27,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,LONG,1.36172,1.36147,2.5,2026-04-27 16:15:00,2026-04-27 16:30:00,1.36172,1.36127,1.36307,4.5,WIN,13.5,2026-04-27 19:45:00,1.3630700000000002,TP Hit
2026-04-29,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.35023,1.34885,13.8,2026-04-29 15:15:00,2026-04-29 15:30:00,1.34885,1.35043,1.34411,15.8,WIN,0.3,2026-04-29 23:45:00,1.34882,EOD Close
2026-04-30,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,LONG,1.36593,1.36528,6.5,2026-04-30 11:30:00,2026-04-30 11:45:00,1.36593,1.36508,1.36763,8.5,WIN,17.0,2026-04-30 12:45:00,1.3676300000000001,TP Hit
2026-04-30,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.17196,1.171,9.6,2026-04-30 11:50:00,2026-04-30 14:20:00,1.171,1.17216,1.16868,11.6,LOSS,-11.6,2026-04-30 14:50:00,1.1721599999999999,SL Hit
2026-04-30,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,SHORT,1.34774,1.34736,3.8,2026-04-30 04:00:00,2026-04-30 04:15:00,1.34736,1.34794,1.3462,5.8,WIN,11.6,2026-04-30 04:15:00,1.3461999999999998,TP Hit
2026-05-04,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,LONG,1.36164,1.36073,9.1,2026-05-04 16:00:00,2026-05-04 16:15:00,1.36164,1.36053,1.36497,11.1,LOSS,-11.1,2026-05-04 18:15:00,1.36053,SL Hit
2026-05-06,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.36044,1.35939,10.5,2026-05-06 16:00:00,2026-05-06 17:00:00,1.35939,1.36064,1.35564,12.5,WIN,2.7,2026-05-06 23:45:00,1.35912,EOD Close
2026-05-07,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,LONG,1.36289,1.36255,3.4,2026-05-07 11:30:00,2026-05-07 11:45:00,1.36289,1.36235,1.36397,5.4,WIN,10.8,2026-05-07 13:00:00,1.36397,TP Hit
2026-05-07,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,LONG,1.17681,1.1763,5.1,2026-05-07 11:55:00,2026-05-07 12:00:00,1.17681,1.1761,1.17823,7.1,LOSS,-7.1,2026-05-07 16:05:00,1.1761,SL Hit
2026-05-07,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.35976,1.3593,4.6,2026-05-07 04:15:00,2026-05-07 04:45:00,1.35976,1.3591,1.36108,6.6,LOSS,-6.6,2026-05-07 06:30:00,1.3591,SL Hit
2026-05-08,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,LONG,1.36863,1.3679,7.3,2026-05-08 16:30:00,2026-05-08 17:00:00,1.36863,1.3677,1.37096,9.3,LOSS,-9.3,2026-05-08 19:00:00,1.3677,SL Hit
2026-05-13,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.35198,1.35122,7.6,2026-05-13 15:30:00,2026-05-13 15:45:00,1.35198,1.35102,1.35486,9.6,WIN,7.1,2026-05-13 23:45:00,1.35269,EOD Close
2026-05-14,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,LONG,1.3721,1.37171,3.9,2026-05-14 11:30:00,2026-05-14 11:45:00,1.3721,1.37151,1.37328,5.9,LOSS,-5.9,2026-05-14 14:15:00,1.37151,SL Hit
2026-05-14,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.17057,1.16999,5.8,2026-05-14 11:55:00,2026-05-14 12:00:00,1.16999,1.17077,1.16843,7.8,WIN,15.6,2026-05-14 14:55:00,1.16843,TP Hit
2026-05-14,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.35298,1.3526,3.8,2026-05-14 04:15:00,2026-05-14 04:30:00,1.35298,1.3524,1.35414,5.8,LOSS,-5.8,2026-05-14 05:00:00,1.3524,SL Hit
2026-05-15,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,SHORT,1.37539,1.37495,4.4,2026-05-15 16:15:00,2026-05-15 18:15:00,1.37495,1.37559,1.37335,6.4,LOSS,-6.4,2026-05-15 18:30:00,1.3755899999999999,SL Hit
2026-05-18,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.37475,1.37415,6.0,2026-05-18 16:00:00,2026-05-18 16:15:00,1.37415,1.37495,1.37175,8.0,LOSS,-8.0,2026-05-18 18:45:00,1.37495,SL Hit
2026-05-20,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.34395,1.34214,18.1,2026-05-20 15:15:00,2026-05-20 15:45:00,1.34395,1.34194,1.34998,20.1,LOSS,-5.5,2026-05-20 23:45:00,1.3434,EOD Close
2026-05-21,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.16145,1.16069,7.6,2026-05-21 11:45:00,2026-05-21 11:50:00,1.16069,1.16165,1.15877,9.6,WIN,19.2,2026-05-21 13:20:00,1.1587699999999999,TP Hit
2026-05-21,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.34308,1.34261,4.7,2026-05-21 04:45:00,2026-05-21 05:00:00,1.34308,1.34241,1.34442,6.7,LOSS,-6.7,2026-05-21 07:15:00,1.34241,SL Hit
2026-05-22,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,SHORT,1.38223,1.38146,7.7,2026-05-22 16:15:00,2026-05-22 16:30:00,1.38146,1.38243,1.37903,9.7,LOSS,-9.7,2026-05-22 20:45:00,1.38243,SL Hit
2026-05-27,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.34301,1.34164,13.7,2026-05-27 16:45:00,2026-05-27 17:00:00,1.34301,1.34144,1.34772,15.7,LOSS,-15.7,2026-05-27 23:45:00,1.34144,SL Hit
2026-05-28,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,SHORT,1.38609,1.38524,8.5,2026-05-28 11:45:00,2026-05-28 12:00:00,1.38524,1.38629,1.38314,10.5,WIN,21.0,2026-05-28 14:00:00,1.38314,TP Hit
2026-05-29,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,LONG,1.37929,1.37837,9.2,2026-05-29 16:15:00,2026-05-29 16:30:00,1.37929,1.37817,1.38209,11.2,WIN,3.9,2026-05-29 20:45:00,1.37968,EOD Close
2026-06-01,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.38405,1.38352,5.3,2026-06-01 16:45:00,2026-06-01 18:15:00,1.38352,1.38425,1.38133,7.3,LOSS,-7.3,2026-06-01 19:00:00,1.38425,SL Hit
2026-06-03,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.34373,1.34263,11.0,2026-06-03 15:30:00,2026-06-03 15:45:00,1.34373,1.34243,1.34763,13.0,LOSS,-13.0,2026-06-03 16:00:00,1.34243,SL Hit
2026-06-04,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,SHORT,1.38978,1.38923,5.5,2026-06-04 11:30:00,2026-06-04 11:45:00,1.38923,1.38998,1.38773,7.5,LOSS,-7.5,2026-06-04 15:15:00,1.38998,SL Hit
2026-06-04,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.16441,1.1637,7.1,2026-06-04 12:55:00,2026-06-04 13:00:00,1.1637,1.16461,1.16188,9.1,WIN,18.2,2026-06-04 18:20:00,1.16188,TP Hit
2026-06-04,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.34241,1.34176,6.5,2026-06-04 04:30:00,2026-06-04 05:15:00,1.34241,1.34156,1.34411,8.5,LOSS,-8.5,2026-06-04 07:30:00,1.34156,SL Hit
2026-06-05,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,LONG,1.39384,1.39319,6.5,2026-06-05 16:15:00,2026-06-05 16:45:00,1.39384,1.39299,1.39596,8.5,WIN,4.0,2026-06-05 20:45:00,1.39424,EOD Close
2026-06-08,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,LONG,1.39527,1.39497,3.0,2026-06-08 16:45:00,2026-06-08 17:45:00,1.39527,1.39477,1.39677,5.0,LOSS,-5.0,2026-06-08 18:00:00,1.39477,SL Hit
2026-06-10,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.34055,1.3392,13.5,2026-06-10 15:30:00,2026-06-10 15:45:00,1.3392,1.34075,1.33455,15.5,WIN,30.4,2026-06-10 23:45:00,1.33616,EOD Close
2026-06-11,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,LONG,1.39778,1.39738,4.0,2026-06-11 11:30:00,2026-06-11 11:45:00,1.39778,1.39718,1.39898,6.0,WIN,12.0,2026-06-11 12:15:00,1.39898,TP Hit
2026-06-11,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.15417,1.15367,5.0,2026-06-11 12:10:00,2026-06-11 12:15:00,1.15367,1.15437,1.15227,7.0,WIN,14.0,2026-06-11 12:20:00,1.1522700000000001,TP Hit
2026-06-11,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.338,1.33778,2.2,2026-06-11 04:30:00,2026-06-11 05:45:00,1.338,1.33758,1.33884,4.2,LOSS,-4.2,2026-06-11 06:00:00,1.33758,SL Hit
